t,x,y,z,dt,dx,dy,velocity_ms
0.0092,127.0999984741211,-2.0999999046325684,0.2707407772541046,,,,0.0
0.0186,127.0999984741211,-2.0999999046325684,0.2673429250717163,0.009399999999999999,0.0,0.0,0.0
0.0278,127.0999984741211,-2.0999999046325684,0.2673198878765106,0.0092,0.0,0.0,0.0
0.0367,127.0999984741211,-2.0999999046325684,0.2672975957393646,0.008900000000000005,0.0,0.0,0.0
0.0426,127.0999984741211,-2.0999999046325684,0.2672826051712036,0.0058999999999999955,0.0,0.0,0.0
0.0516,127.0999984741211,-2.0999999046325684,0.2672601342201233,0.009000000000000001,0.0,0.0,0.0
0.0608,127.0999984741211,-2.0999999046325684,0.26723712682724,0.0092,0.0,0.0,0.0
0.0701,127.0999984741211,-2.0999999046325684,0.267213761806488,0.009299999999999996,0.0,0.0,0.0
0.0796,127.0999984741211,-2.0999999046325684,0.2671899497509002,0.009500000000000008,0.0,0.0,0.0
0.0839,127.0999984741211,-2.0999999046325684,0.2671789824962616,0.004299999999999998,0.0,0.0,0.0
0.0934,127.0999984741211,-2.0999999046325684,0.2671551704406738,0.009499999999999995,0.0,0.0,0.0
0.1021,127.0999984741211,-2.0999999046325684,0.2671333849430084,0.0087,0.0,0.0,0.0
0.1118,127.0999984741211,-2.0999999046325684,0.26710906624794,0.0097,0.0,0.0,0.0
0.1209,127.0999984741211,-2.0999999046325684,0.2670861482620239,0.009099999999999997,0.0,0.0,0.0
0.1254,127.0999984741211,-2.0999999046325684,0.2670748829841614,0.004500000000000018,0.0,0.0,0.0
0.1345,127.0999984741211,-2.0999999046325684,0.26705202460289,0.009099999999999997,0.0,0.0,0.0
0.1433,127.0999984741211,-2.0999999046325684,0.2670298814773559,0.008800000000000002,0.0,0.0,0.0
0.1529,127.0999984741211,-2.0999999046325684,0.2670058310031891,0.009599999999999997,0.0,0.0,0.0
0.162,127.0999984741211,-2.0999999046325684,0.2669830322265625,0.009099999999999997,0.0,0.0,0.0
0.1709,127.0999984741211,-2.0999999046325684,0.2669605314731598,0.008899999999999991,0.0,0.0,0.0
0.1755,127.0999984741211,-2.0999999046325684,0.2669490277767181,0.004599999999999993,0.0,0.0,0.0
0.1846,127.0999984741211,-2.0999999046325684,0.2669261395931244,0.009099999999999997,0.0,0.0,5.889787033141383e-07
0.1938,127.0999984741211,-2.0999999046325684,0.2669031023979187,0.009200000000000014,0.0,0.0,5.764472415414971e-07
0.2031,127.0999984741211,-2.0999999046325684,0.2668797969818115,0.009300000000000003,0.0,0.0,5.644379240093826e-07
0.212,127.0999984741211,-2.0999999046325684,0.2668575942516327,0.008899999999999991,0.0,0.0,1.1121929537130684e-06
0.2168,127.0999984741211,-2.0999999046325684,0.2668453156948089,0.004799999999999999,0.0,0.0,1.089949094638807e-06
0.226,127.0999984741211,-2.0999999046325684,0.2668223083019256,0.009200000000000014,0.0,0.0,1.089949094638807e-06
0.2349,127.0999984741211,-2.0999999046325684,0.2667999565601349,0.008899999999999991,0.0,0.0,1.089949094638807e-06
0.2445,127.0999984741211,-2.0999999046325684,0.2667759954929352,0.009599999999999997,0.0,0.0,1.089949094638807e-06
0.2536,127.0999984741211,-2.0999999046325684,0.2667531073093414,0.009099999999999997,0.0,0.0,1.089949094638807e-06
0.2623,127.0999984741211,-2.0999999046325684,0.2667311728000641,0.008699999999999986,0.0,0.0,1.089949094638807e-06
0.2671,127.0999984741211,-2.0999999046325684,0.2667192220687866,0.0048000000000000265,0.0,0.0,1.089949094638807e-06
0.2761,127.0999984741211,-2.0999999046325684,0.2666966617107391,0.009000000000000008,0.0,0.0,1.089949094638807e-06
0.2856,127.0999984741211,-2.0999999046325684,0.2666727900505066,0.009500000000000008,0.0,0.0,1.089949094638807e-06
0.2948,127.0999984741211,-2.0999999046325684,0.2666497230529785,0.009199999999999986,0.0,0.0,1.089949094638807e-06
0.3035,127.0999984741211,-2.0999999046325684,0.2666279077529907,0.008699999999999986,0.0,0.0,1.089949094638807e-06
