,x,y,z,throttle,steer,brake,hand brake,reverse,manual gear shift,gear
0.0032,127.0999984741211,-2.0999999046325684,0.27001187205314636,0.0,0.0,0.0,False,False,False,0
0.009,127.0999984741211,-2.0999999046325684,0.26829004287719727,0.0,0.0,0.0,False,False,False,0
0.0184,127.0999984741211,-2.0999999046325684,0.2644270956516266,0.0,0.0,0.0,False,False,False,0
0.0271,127.0999984741211,-2.0999999046325684,0.26350557804107666,0.0,0.0,0.0,False,False,False,0
0.0362,127.0999984741211,-2.0999999046325684,0.26327913999557495,0.0,0.0,0.0,False,False,False,0
0.0418,127.0999984741211,-2.0999999046325684,0.2631409168243408,0.0,0.0,0.0,False,False,False,0
0.051,127.0999984741211,-2.0999999046325684,0.2629133462905884,0.0,0.0,0.0,False,False,False,0
0.0604,127.0999984741211,-2.0999999046325684,0.2626822888851166,0.0,0.0,0.0,False,False,False,0
0.0688,127.0999984741211,-2.0999999046325684,0.2624736428260803,0.0,0.0,0.0,False,False,False,0
0.078,127.0999984741211,-2.0999999046325684,0.2622458338737488,0.0,0.0,0.0,False,False,False,0
0.0872,127.0999984741211,-2.0999999046325684,0.2620181143283844,0.0,0.0,0.0,False,False,False,0
0.0959,127.0999984741211,-2.0999999046325684,0.26180484890937805,0.0,0.0,0.0,False,False,False,0
0.1006,127.0999984741211,-2.0999999046325684,0.26168742775917053,0.0,0.0,0.0,False,False,False,0
0.1095,127.0999984741211,-2.0999999046325684,0.2614687383174896,0.0,0.0,0.0,False,False,False,0
0.1186,127.0999984741211,-2.0999999046325684,0.2612423896789551,0.0,0.0,0.0,False,False,False,0
0.1278,127.0999984741211,-2.0999999046325684,0.261016845703125,0.0,0.0,0.0,False,False,False,0
0.1364,127.0999984741211,-2.0999999046325684,0.26080211997032166,0.0,0.0,0.0,False,False,False,0
0.1456,127.0999984741211,-2.0999999046325684,0.25691404938697815,0.0,0.0,0.0,False,False,False,0
0.1502,127.0999984741211,-2.0999999046325684,0.2474566549062729,0.0,0.0,0.0,False,False,False,0
0.159,127.0999984741211,-2.0999999046325684,0.22940468788146973,0.0,0.0,0.0,False,False,False,0
0.1683,127.0999984741211,-2.0999996662139893,0.2101706713438034,0.0,0.0,0.0,False,False,False,0
0.1769,127.0999984741211,-2.0999996662139893,0.19245651364326477,0.0,0.0,0.0,False,False,False,0
0.1859,127.0999984741211,-2.0999996662139893,0.18598251044750214,0.0,0.0,0.0,False,False,False,0
0.1952,127.0999984741211,-2.0999999046325684,0.1817438155412674,0.0,0.0,0.0,False,False,False,0
0.204,127.0999984741211,-2.0999999046325684,0.1777481585741043,0.0,0.0,0.0,False,False,False,0
0.2088,127.0999984741211,-2.0999999046325684,0.17580237984657288,0.0,0.0,0.0,False,False,False,0
0.2174,127.0999984741211,-2.0999999046325684,0.1729927659034729,0.0,0.0,0.0,False,False,False,0
0.2265,127.0999984741211,-2.0999999046325684,0.17002719640731812,0.0,0.0,0.0,False,False,False,0
0.2357,127.0999984741211,-2.0999999046325684,0.16775770485401154,0.0,0.0,0.0,False,False,False,0
0.2446,127.0999984741211,-2.0999999046325684,0.16594867408275604,0.0,0.0,0.0,False,False,False,0
0.2536,127.0999984741211,-2.0999999046325684,0.1643163114786148,0.0,0.0,0.0,False,False,False,0
0.2584,127.0999984741211,-2.0999999046325684,0.1636066734790802,0.0,0.0,0.0,False,False,False,0
